@relation AAc_Train

@attribute A numeric
@attribute C numeric
@attribute D numeric
@attribute E numeric
@attribute F numeric
@attribute G numeric
@attribute H numeric
@attribute I numeric
@attribute K numeric
@attribute L numeric
@attribute M numeric
@attribute N numeric
@attribute P numeric
@attribute Q numeric
@attribute R numeric
@attribute S numeric
@attribute T numeric
@attribute V numeric
@attribute W numeric
@attribute Y numeric
@attribute Label {thermo,meso}

@data
0.067708,0.041667,0.052083,0.03125,0.046875,0.088542,0.015625,0.114583,0.057292,0.026042,0.015625,0.078125,0.036458,0.026042,0.03125,0.0625,0.041667,0.109375,0.010417,0.046875,thermo
0.093633,0.022472,0.026217,0.067416,0.022472,0.101124,0.007491,0.037453,0.041199,0.146067,0.022472,0.029963,0.048689,0.067416,0.089888,0.033708,0.037453,0.05618,0.007491,0.041199,thermo
0.07839,0.006356,0.038136,0.09322,0.040254,0.055085,0.006356,0.061441,0.097458,0.127119,0.010593,0.04661,0.03178,0.04661,0.067797,0.038136,0.044492,0.067797,0.006356,0.036017,thermo
0.057831,0.009639,0.06747,0.072289,0.048193,0.081928,0.028916,0.072289,0.06747,0.086747,0.028916,0.048193,0.050602,0.012048,0.043373,0.074699,0.045783,0.062651,0,0.040964,thermo
0.087613,0.02719,0.05136,0.060423,0.02719,0.099698,0.021148,0.069486,0.033233,0.108761,0.015106,0.033233,0.048338,0.021148,0.069486,0.054381,0.048338,0.096677,0.015106,0.012085,thermo
0.058824,0.008403,0.058824,0.05042,0.042017,0.071429,0.004202,0.079832,0.067227,0.088235,0.012605,0.063025,0.042017,0.037815,0.046218,0.088235,0.071429,0.067227,0.012605,0.029412,thermo
0.079027,0.00304,0.048632,0.088146,0.042553,0.112462,0.027356,0.094225,0.030395,0.072948,0.036474,0.024316,0.051672,0.012158,0.072948,0.085106,0.039514,0.06079,0.00304,0.015198,thermo
0.177945,0.005013,0.042607,0.077694,0.035088,0.105263,0.015038,0.02005,0.005013,0.117794,0.017544,0.010025,0.047619,0.030075,0.097744,0.030075,0.032581,0.097744,0.010025,0.025063,thermo
0.040998,0.008913,0.073084,0.062389,0.039216,0.042781,0.024955,0.098039,0.071301,0.094474,0.012478,0.044563,0.044563,0.048128,0.062389,0.051693,0.048128,0.062389,0.016043,0.053476,thermo
0.041344,0,0.074935,0.095607,0.036176,0.049096,0.02584,0.121447,0.103359,0.090439,0.01292,0.056848,0.043928,0.031008,0.046512,0.033592,0.046512,0.043928,0.005168,0.041344,thermo
0.047782,0.005119,0.085324,0.100683,0.040956,0.066553,0.017065,0.071672,0.044369,0.078498,0.025597,0.022184,0.047782,0.020478,0.09215,0.051195,0.044369,0.076792,0.010239,0.051195,thermo
0.052174,0,0.06087,0.086957,0.06087,0.078261,0.008696,0.043478,0.130435,0.095652,0.026087,0.034783,0.034783,0.008696,0.095652,0.052174,0.008696,0.078261,0.008696,0.034783,thermo
0.041494,0,0.033195,0.020747,0.120332,0.058091,0.016598,0.182573,0.058091,0.103734,0.029046,0.037344,0.012448,0.016598,0.008299,0.120332,0.053942,0.045643,0,0.041494,thermo
0.06701,0.020619,0.072165,0.030928,0.020619,0.056701,0.020619,0.097938,0.082474,0.103093,0.041237,0.041237,0.030928,0.036082,0.041237,0.056701,0.041237,0.082474,0.010309,0.046392,thermo
0.068421,0.006579,0.059211,0.073684,0.039474,0.068421,0.013158,0.069737,0.060526,0.068421,0.017105,0.080263,0.039474,0.015789,0.052632,0.063158,0.075,0.076316,0.021053,0.031579,thermo
0.116323,0.009381,0.026266,0.110694,0.033771,0.091932,0.022514,0.018762,0.026266,0.181989,0.001876,0.007505,0.103189,0.016886,0.108818,0.026266,0.020638,0.054409,0.005629,0.016886,thermo
0.055838,0.005076,0.030457,0.152284,0.045685,0.035533,0.015228,0.086294,0.137056,0.081218,0.020305,0.040609,0.005076,0.025381,0.050761,0.050761,0.035533,0.050761,0,0.076142,thermo
0.064014,0.019031,0.055363,0.044983,0.058824,0.072664,0.044983,0.076125,0.060554,0.088235,0.032872,0.029412,0.032872,0.032872,0.088235,0.062284,0.046713,0.039792,0.025952,0.024221,thermo
0.209016,0.012295,0.061475,0.036885,0.008197,0.127049,0.028689,0.065574,0.004098,0.069672,0.012295,0.020492,0.04918,0.012295,0.077869,0.032787,0.053279,0.090164,0.008197,0.020492,thermo
0.062069,0.013793,0.055172,0.110345,0.048276,0.055172,0.006897,0.041379,0.082759,0.110345,0.006897,0.034483,0.006897,0.013793,0.110345,0.075862,0.041379,0.062069,0.006897,0.055172,thermo
0.035533,0.010152,0.030457,0.121827,0.050761,0.055838,0,0.091371,0.126904,0.147208,0.005076,0.045685,0,0.025381,0.020305,0.096447,0.035533,0.06599,0,0.035533,thermo
0.087786,0.003817,0.019084,0.034351,0.10687,0.080153,0.01145,0.087786,0.057252,0.160305,0.026718,0.019084,0.022901,0.015267,0.022901,0.072519,0.061069,0.076336,0.015267,0.019084,thermo
0.022901,0.030534,0.045802,0.099237,0.007634,0.091603,0.007634,0.076336,0.068702,0.099237,0.030534,0.030534,0.053435,0.015267,0.061069,0.083969,0.045802,0.061069,0.015267,0.053435,thermo
0.044444,0.002778,0.063889,0.061111,0.027778,0.097222,0.025,0.113889,0.061111,0.069444,0.038889,0.058333,0.025,0.013889,0.055556,0.077778,0.044444,0.080556,0,0.038889,thermo
0.032609,0.01087,0.054348,0.065217,0.054348,0.076087,0.01087,0.152174,0.065217,0.076087,0.01087,0.021739,0.043478,0.021739,0.097826,0.043478,0.032609,0.054348,0,0.076087,thermo
0.081197,0.008547,0.098291,0.08547,0.012821,0.081197,0.034188,0.055556,0.004274,0.136752,0.029915,0.017094,0.064103,0,0.059829,0.047009,0.042735,0.094017,0.012821,0.034188,thermo
0.021429,0.007143,0.035714,0.114286,0.028571,0.078571,0.028571,0.128571,0.092857,0.1,0.021429,0.021429,0.042857,0.021429,0.028571,0.085714,0.021429,0.085714,0,0.035714,thermo
0.068182,0,0.0625,0.090909,0.011364,0.034091,0.011364,0.113636,0.113636,0.079545,0.028409,0.051136,0.028409,0.034091,0.0625,0.090909,0.034091,0.034091,0,0.051136,thermo
0.048512,0.007718,0.061742,0.08269,0.034179,0.066152,0.020948,0.099228,0.08269,0.08269,0.009923,0.052922,0.035281,0.031974,0.058434,0.044101,0.052922,0.072767,0.011025,0.044101,thermo
0.030303,0.00551,0.049587,0.096419,0.055096,0.035813,0.019284,0.123967,0.118457,0.096419,0.011019,0.07989,0.049587,0.008264,0.027548,0.07438,0.035813,0.030303,0.002755,0.049587,thermo
0.076923,0,0.092308,0.107692,0,0.061538,0.030769,0.046154,0.030769,0.046154,0.046154,0.061538,0.046154,0.030769,0.076923,0.046154,0.015385,0.123077,0.015385,0.046154,thermo
0.067485,0.006135,0.03681,0.02454,0.067485,0.110429,0.006135,0.116564,0.042945,0.147239,0.02454,0.03681,0.030675,0.01227,0.055215,0.042945,0.042945,0.08589,0.01227,0.030675,thermo
0.033149,0.01105,0.049724,0.082873,0.027624,0.060773,0.016575,0.121547,0.121547,0.099448,0.016575,0.055249,0.038674,0.027624,0.033149,0.044199,0.060773,0.093923,0,0.005525,thermo
0.089041,0,0.075342,0.041096,0.047945,0.054795,0.047945,0.034247,0.054795,0.089041,0.020548,0.034247,0.089041,0.047945,0.034247,0.006849,0.047945,0.109589,0.020548,0.054795,thermo
0.038961,0,0.084416,0.077922,0.071429,0.051948,0.064935,0.064935,0.097403,0.097403,0.006494,0.051948,0.019481,0.032468,0.038961,0.071429,0.019481,0.045455,0.019481,0.045455,thermo
0.057895,0.005263,0.052632,0.110526,0.047368,0.047368,0,0.110526,0.094737,0.110526,0.015789,0.042105,0.015789,0.031579,0.042105,0.084211,0.057895,0.031579,0.005263,0.036842,thermo
0.042857,0.007143,0.057143,0.083333,0.047619,0.088095,0.014286,0.059524,0.1,0.092857,0.030952,0.040476,0.033333,0.009524,0.030952,0.071429,0.054762,0.064286,0.011905,0.059524,thermo
0.101124,0.005618,0.050562,0.078652,0.016854,0.089888,0.02809,0.039326,0.095506,0.123596,0.022472,0.039326,0.033708,0.02809,0.022472,0.050562,0.022472,0.106742,0,0.044944,thermo
0.040201,0,0.078727,0.051926,0.065327,0.045226,0.008375,0.137353,0.088777,0.113903,0.020101,0.061977,0.021776,0.020101,0.045226,0.072027,0.01675,0.067002,0.0067,0.038526,thermo
0.061404,0,0.061404,0.087719,0.035088,0.035088,0.017544,0.061404,0.105263,0.070175,0.035088,0.061404,0.035088,0.035088,0.061404,0.061404,0.078947,0.035088,0,0.061404,thermo
0.09205,0,0.025105,0.07113,0.037657,0.07113,0.020921,0.104603,0.058577,0.104603,0.029289,0.041841,0.033473,0.058577,0.016736,0.037657,0.079498,0.07113,0.012552,0.033473,thermo
0.025424,0,0.033898,0.050847,0.084746,0.050847,0,0.101695,0.127119,0.076271,0.016949,0.101695,0.025424,0.025424,0.101695,0.016949,0.033898,0.076271,0,0.050847,thermo
0.0553,0.009217,0.0553,0.082949,0.059908,0.064516,0.032258,0.105991,0.115207,0.105991,0.013825,0.050691,0.023041,0.004608,0.023041,0.064516,0.050691,0.059908,0.004608,0.018433,thermo
0.030488,0.006098,0.079268,0.085366,0.042683,0.085366,0,0.140244,0.134146,0.060976,0.006098,0.04878,0.030488,0.018293,0.036585,0.036585,0.054878,0.073171,0.006098,0.02439,thermo
0.067669,0.007519,0.06015,0.052632,0.015038,0.075188,0.022556,0.105263,0.045113,0.067669,0.030075,0.015038,0.045113,0,0.105263,0.067669,0.045113,0.097744,0.007519,0.067669,thermo
0.063953,0.001453,0.046512,0.06686,0.030523,0.079942,0.010174,0.079942,0.079942,0.069767,0.013081,0.056686,0.077035,0.03343,0.020349,0.059593,0.103198,0.061047,0.010174,0.036337,thermo
0.090747,0.010676,0.048043,0.012456,0.02847,0.081851,0.010676,0.037367,0.017794,0.065836,0.014235,0.065836,0.081851,0.049822,0.040925,0.096085,0.092527,0.076512,0.039146,0.039146,thermo
0.060606,0,0.075758,0.106061,0.030303,0.075758,0,0.015152,0.212121,0.045455,0.045455,0.015152,0.015152,0,0.060606,0.045455,0.045455,0.106061,0.015152,0.030303,thermo
0.011364,0.011364,0.102273,0.113636,0.011364,0.079545,0,0.159091,0.079545,0.079545,0.022727,0.045455,0.011364,0.022727,0.034091,0.079545,0.034091,0.090909,0,0.011364,thermo
0.114286,0,0.049351,0.077922,0.038961,0.067532,0.015584,0.080519,0.077922,0.062338,0.033766,0.038961,0.044156,0.025974,0.049351,0.049351,0.054545,0.057143,0.01039,0.051948,thermo
0.095238,0.011905,0.02381,0.065476,0.053571,0.083333,0.035714,0.071429,0.041667,0.059524,0.017857,0.035714,0.065476,0.047619,0.029762,0.017857,0.071429,0.113095,0.011905,0.047619,thermo
0.077419,0.025806,0.083871,0.058065,0.032258,0.064516,0.012903,0.03871,0.051613,0.096774,0.045161,0.019355,0.070968,0.019355,0.070968,0.051613,0.03871,0.090323,0,0.051613,thermo
0.054795,0,0.054795,0.123288,0.09589,0.041096,0.041096,0.027397,0.054795,0.082192,0.041096,0.054795,0.027397,0.027397,0.027397,0.068493,0.054795,0.027397,0.027397,0.068493,thermo
0.050343,0.006865,0.05492,0.070938,0.038902,0.075515,0.018307,0.105263,0.086957,0.086957,0.018307,0.057208,0.020595,0.011442,0.043478,0.09611,0.036613,0.061785,0.006865,0.052632,thermo
0.079793,0.004592,0.057405,0.04248,0.035017,0.083238,0.013777,0.041332,0.06085,0.053387,0.013777,0.047646,0.06946,0.035017,0.026406,0.080367,0.092423,0.059701,0.03961,0.06372,thermo
0.071066,0,0.045685,0.035533,0.035533,0.096447,0.015228,0.071066,0.106599,0.081218,0.010152,0.060914,0.035533,0.030457,0.060914,0.045685,0.040609,0.086294,0.005076,0.06599,thermo
0.037471,0.009368,0.044496,0.093677,0.096019,0.058548,0.01171,0.086651,0.107728,0.077283,0.018735,0.070258,0.030445,0.014052,0.053864,0.035129,0.032787,0.074941,0.007026,0.039813,thermo
0.044818,0.006536,0.080299,0.061625,0.054155,0.088702,0.019608,0.079365,0.055089,0.068161,0.024276,0.043884,0.047619,0.014006,0.071895,0.068161,0.051354,0.059757,0.009337,0.051354,thermo
0.119632,0,0.027607,0.134969,0.046012,0.067485,0.018405,0.006135,0.046012,0.184049,0.009202,0.006135,0.092025,0.009202,0.088957,0.02454,0.033742,0.07362,0,0.01227,thermo
0.065169,0.008989,0.042697,0.101124,0.031461,0.092135,0.022472,0.035955,0.042697,0.110112,0.022472,0.013483,0.065169,0.024719,0.080899,0.033708,0.062921,0.103371,0.006742,0.033708,thermo
0.108787,0.016736,0.087866,0.079498,0.025105,0.07113,0.020921,0.058577,0.041841,0.083682,0.020921,0.029289,0.037657,0.037657,0.054393,0.020921,0.050209,0.096234,0.012552,0.046025,thermo
0.03871,0,0.012903,0.083871,0.045161,0.064516,0.025806,0.077419,0.103226,0.122581,0.032258,0.051613,0.019355,0.03871,0.051613,0.064516,0.058065,0.045161,0.019355,0.045161,thermo
0.10566,0.007547,0.071698,0.083019,0.041509,0.090566,0.007547,0.067925,0.018868,0.075472,0.045283,0.018868,0.037736,0.018868,0.075472,0.064151,0.045283,0.09434,0,0.030189,thermo
0.054487,0.019231,0.057692,0.086538,0.035256,0.057692,0.00641,0.067308,0.080128,0.108974,0.009615,0.025641,0.038462,0.022436,0.060897,0.070513,0.060897,0.083333,0.016026,0.038462,thermo
0.087766,0.010638,0.042553,0.095745,0.034574,0.095745,0.021277,0.06117,0.029255,0.058511,0.050532,0.021277,0.069149,0.029255,0.071809,0.053191,0.047872,0.082447,0.007979,0.029255,thermo
0.12844,0.018349,0.050459,0.055046,0.018349,0.055046,0.027523,0.036697,0.013761,0.100917,0.013761,0.009174,0.077982,0.027523,0.123853,0.045872,0.059633,0.091743,0.03211,0.013761,thermo
0.040816,0.003401,0.078231,0.105442,0.037415,0.071429,0.017007,0.081633,0.085034,0.061224,0.030612,0.017007,0.047619,0.010204,0.085034,0.054422,0.054422,0.057823,0.010204,0.05102,thermo
0.062241,0.020747,0.053942,0.095436,0.016598,0.099585,0.029046,0.06639,0.029046,0.128631,0.033195,0.020747,0.074689,0.012448,0.06639,0.078838,0.033195,0.070539,0,0.008299,thermo
0.103226,0.004301,0.047312,0.083871,0.036559,0.060215,0.036559,0.053763,0.030108,0.126882,0.008602,0.027957,0.047312,0.051613,0.101075,0.047312,0.045161,0.068817,0.004301,0.015054,thermo
0.11746,0.028571,0.050794,0.079365,0.015873,0.069841,0.003175,0.069841,0.044444,0.060317,0.025397,0.04127,0.060317,0.022222,0.047619,0.04127,0.073016,0.104762,0.012698,0.031746,thermo
0.058824,0,0.048128,0.165775,0.037433,0.032086,0.010695,0.090909,0.13369,0.042781,0.032086,0.048128,0.037433,0.016043,0.058824,0.048128,0.053476,0.064171,0.005348,0.016043,thermo
0.021277,0,0.095745,0.053191,0.053191,0.06383,0.021277,0.12766,0.06383,0.074468,0.06383,0.06383,0.031915,0.021277,0.06383,0.053191,0.031915,0.053191,0.010638,0.031915,thermo
0.143791,0.019608,0.026144,0.019608,0.045752,0.098039,0.01634,0.013072,0.009804,0.166667,0.019608,0.013072,0.045752,0.026144,0.062092,0.045752,0.055556,0.107843,0.035948,0.029412,thermo
0.080808,0,0.030303,0.050505,0.010101,0.050505,0,0.111111,0.080808,0.060606,0.020202,0.040404,0.040404,0.040404,0.080808,0.090909,0.070707,0.131313,0,0.010101,thermo
0.066667,0.007692,0.051282,0.084615,0.05641,0.094872,0.038462,0.058974,0.05641,0.082051,0.020513,0.041026,0.046154,0.020513,0.035897,0.069231,0.05641,0.066667,0.007692,0.038462,thermo
0.078488,0.008721,0.069767,0.049419,0.034884,0.093023,0.031977,0.072674,0.040698,0.075581,0.031977,0.043605,0.037791,0.020349,0.075581,0.075581,0.046512,0.069767,0.005814,0.037791,thermo
0.154605,0.003289,0.016447,0.026316,0.049342,0.09375,0.018092,0.027961,0.018092,0.197368,0.024671,0.016447,0.037829,0.014803,0.059211,0.037829,0.049342,0.087171,0.032895,0.034539,thermo
0.0625,0,0.056818,0.090909,0.028409,0.119318,0.011364,0.079545,0.039773,0.102273,0.005682,0.022727,0.0625,0.022727,0.090909,0.011364,0.0625,0.096591,0.005682,0.028409,thermo
0.102941,0,0.058824,0.079412,0.017647,0.102941,0.017647,0.029412,0.008824,0.102941,0.032353,0.017647,0.047059,0.032353,0.1,0.044118,0.058824,0.114706,0,0.032353,thermo
0.046296,0.009259,0.067901,0.092593,0.040123,0.061728,0.021605,0.104938,0.080247,0.07716,0.018519,0.098765,0.024691,0.006173,0.049383,0.067901,0.04321,0.052469,0.003086,0.033951,thermo
0.077114,0.002488,0.072139,0.069652,0.047264,0.10199,0.014925,0.11194,0.027363,0.039801,0.044776,0.049751,0.039801,0.012438,0.089552,0.062189,0.037313,0.054726,0.002488,0.042289,thermo
0.118056,0.003472,0.055556,0.038194,0.020833,0.079861,0.024306,0.048611,0.020833,0.145833,0.010417,0.013889,0.086806,0.038194,0.079861,0.048611,0.059028,0.09375,0.003472,0.010417,thermo
0.087558,0.013825,0.073733,0.138249,0.059908,0.041475,0.023041,0.082949,0.087558,0.073733,0.041475,0.004608,0.009217,0.009217,0.092166,0.041475,0.032258,0.064516,0,0.023041,thermo
0.188235,0,0.011765,0.035294,0.070588,0.058824,0,0.105882,0.023529,0.141176,0.047059,0.047059,0.023529,0.035294,0.023529,0.058824,0.058824,0.058824,0.011765,0,thermo
0.050813,0.006098,0.056911,0.126016,0.014228,0.058943,0.014228,0.093496,0.138211,0.077236,0.006098,0.052846,0.018293,0.012195,0.071138,0.034553,0.034553,0.073171,0.01626,0.044715,thermo
0.056061,0.009091,0.075758,0.066667,0.037879,0.056061,0.031818,0.074242,0.062121,0.075758,0.024242,0.039394,0.048485,0.025758,0.066667,0.059091,0.043939,0.077273,0.010606,0.059091,thermo
0.043478,0.009153,0.080092,0.077803,0.043478,0.057208,0.01373,0.08238,0.08238,0.100686,0.020595,0.036613,0.04119,0.01373,0.075515,0.073227,0.036613,0.061785,0.002288,0.048055,thermo
0.044199,0.001842,0.066298,0.075506,0.051565,0.07919,0.022099,0.116022,0.058932,0.069982,0.029466,0.027624,0.044199,0.023941,0.069982,0.073665,0.042357,0.060773,0.001842,0.040516,thermo
0.077922,0.006494,0.042208,0.071429,0.045455,0.090909,0.012987,0.100649,0.038961,0.077922,0.035714,0.077922,0.042208,0.025974,0.042208,0.058442,0.042208,0.068182,0,0.042208,thermo
0.076142,0.011844,0.067682,0.064298,0.05753,0.067682,0.028765,0.042301,0.032149,0.093063,0.032149,0.05753,0.062606,0.037225,0.055838,0.035533,0.043993,0.059222,0.021997,0.052453,thermo
0.149194,0.024194,0.052419,0.056452,0.040323,0.125,0.012097,0.032258,0.012097,0.116935,0.016129,0.004032,0.056452,0.008065,0.129032,0.056452,0.040323,0.044355,0,0.024194,thermo
0.072848,0.039735,0.076159,0.10596,0.043046,0.082781,0.023179,0.056291,0.069536,0.102649,0.036424,0.046358,0.036424,0.013245,0.033113,0.02649,0.036424,0.076159,0.003311,0.019868,thermo
0.019231,0.019231,0.038462,0.105769,0.038462,0.067308,0.009615,0.134615,0.067308,0.096154,0.038462,0.048077,0.038462,0.028846,0.057692,0.048077,0.038462,0.105769,0,0,thermo
0.058824,0,0.0125,0.025735,0.035294,0.078676,0.006618,0.065441,0.024265,0.080147,0.013235,0.086765,0.059559,0.040441,0.003676,0.108088,0.133088,0.111029,0.005882,0.050735,thermo
0.114206,0.016713,0.064067,0.077994,0.02507,0.097493,0.019499,0.072423,0.016713,0.075209,0.033426,0.022284,0.064067,0.011142,0.047354,0.05571,0.077994,0.086351,0,0.022284,thermo
0.051118,0.009585,0.054313,0.070288,0.031949,0.070288,0.019169,0.089457,0.083067,0.073482,0.025559,0.047923,0.063898,0.054313,0.044728,0.051118,0.060703,0.060703,0.00639,0.031949,thermo
0.128146,0.004577,0.06865,0.070938,0.029748,0.077803,0.011442,0.061785,0.05492,0.091533,0.048055,0.043478,0.059497,0.022883,0.032037,0.050343,0.048055,0.059497,0.018307,0.018307,thermo
0.085938,0.014323,0.065104,0.083333,0.029948,0.097656,0.015625,0.070313,0.020833,0.076823,0.026042,0.036458,0.053385,0.009115,0.082031,0.071615,0.028646,0.089844,0.014323,0.028646,thermo
0.071795,0,0.023932,0.034188,0.095726,0.080342,0.013675,0.111111,0.02735,0.123077,0.037607,0.047863,0.037607,0.015385,0.022222,0.075214,0.059829,0.068376,0.008547,0.046154,thermo
0.064356,0.002475,0.049505,0.069307,0.034653,0.05198,0.009901,0.079208,0.10396,0.101485,0.022277,0.044554,0.032178,0.029703,0.056931,0.066832,0.049505,0.101485,0.002475,0.027228,thermo
0.077945,0.009743,0.061116,0.086802,0.039858,0.064659,0.025686,0.03543,0.062002,0.09566,0.018601,0.036315,0.038973,0.050487,0.098317,0.053144,0.031001,0.063773,0.022143,0.028344,thermo
0.062127,0.010753,0.056153,0.043011,0.039427,0.094385,0.013142,0.074074,0.044205,0.078853,0.0227,0.084827,0.057348,0.027479,0.040621,0.071685,0.059737,0.054958,0.015532,0.048984,thermo
0.042644,0.006397,0.057569,0.098081,0.049041,0.053305,0.01919,0.085288,0.089552,0.081023,0.01919,0.063966,0.034115,0.023454,0.051173,0.061834,0.031983,0.063966,0.017058,0.051173,thermo
0.053279,0.012295,0.040984,0.122951,0.020492,0.061475,0.02459,0.098361,0.086066,0.090164,0.032787,0.020492,0.045082,0.020492,0.086066,0.036885,0.04918,0.061475,0.008197,0.028689,thermo
0.060606,0,0.045455,0.151515,0.030303,0.060606,0,0.106061,0.106061,0.060606,0.075758,0.060606,0.015152,0.015152,0.060606,0.060606,0.015152,0.060606,0.015152,0,thermo
0.083333,0.001852,0.038889,0.072222,0.048148,0.075926,0.014815,0.112963,0.083333,0.116667,0.012963,0.033333,0.038889,0.027778,0.037037,0.046296,0.051852,0.072222,0.009259,0.022222,thermo
0.024691,0.037037,0.061728,0.037037,0.024691,0.074074,0.037037,0.111111,0.098765,0.08642,0.037037,0.037037,0.024691,0.012346,0.111111,0.061728,0.012346,0.049383,0.037037,0.024691,thermo
0.066667,0.011111,0.077778,0.077778,0.011111,0.066667,0,0.022222,0.033333,0.188889,0.011111,0.011111,0.044444,0.044444,0.133333,0.022222,0.011111,0.111111,0,0.055556,thermo
0.129771,0.030534,0.038168,0.091603,0.007634,0.099237,0.022901,0.083969,0.007634,0.122137,0.015267,0.015267,0.061069,0.015267,0.053435,0.061069,0.038168,0.091603,0.015267,0,thermo
0.111111,0,0.066667,0.101587,0.038095,0.047619,0.003175,0.120635,0.11746,0.079365,0.009524,0.057143,0.034921,0.015873,0.031746,0.060317,0.034921,0.050794,0.003175,0.015873,thermo
0.034843,0.006969,0.059233,0.08885,0.036585,0.054007,0.013937,0.095819,0.135889,0.095819,0.015679,0.043554,0.04007,0.02439,0.04878,0.052265,0.027875,0.059233,0,0.066202,thermo
0.053691,0.020134,0.033557,0.080537,0.026846,0.087248,0,0.120805,0.09396,0.107383,0.026846,0.053691,0.040268,0.013423,0.060403,0.04698,0.033557,0.04698,0.006711,0.04698,thermo
0.13522,0.009434,0.056604,0.072327,0.037736,0.097484,0.034591,0.04717,0.006289,0.075472,0.018868,0.009434,0.037736,0.028302,0.100629,0.040881,0.056604,0.097484,0.006289,0.031447,thermo
0.076923,0.010033,0.060201,0.093645,0.023411,0.076923,0.040134,0.090301,0.0301,0.073579,0.033445,0.033445,0.043478,0.020067,0.073579,0.046823,0.046823,0.090301,0.010033,0.026756,thermo
0.021978,0.021978,0.076923,0.054945,0.043956,0.065934,0.021978,0.076923,0.054945,0.10989,0.032967,0.032967,0.043956,0.010989,0.076923,0.043956,0.010989,0.10989,0,0.087912,thermo
